item_id,d_to_boundary_hat,ci95_width,p_est,true_p_mid,cefr_true,pearson_r
195036,0.007042253521126765,0.10856437683105469,0.1267605633802817,0.175,C2,0.26354198030030623
195037,0.0046948356807513525,0.1002035140991211,0.8943661971830986,0.8999999999999999,A1,0.26354198030030623
195038,0.030516431924882514,0.11356306076049805,0.8591549295774648,0.8999999999999999,A1,0.26354198030030623
195039,0.06103286384976525,0.1562957763671875,0.352112676056338,0.325,C1,0.26354198030030623
195040,0.014084507042253502,0.1381063461303711,0.7676056338028169,0.7749999999999999,A2,0.26354198030030623
195041,0.016431924882629012,0.10856437683105469,0.8732394366197183,0.8999999999999999,A1,0.26354198030030623
195042,0.0,0.07012748718261719,0.9507042253521126,0.8999999999999999,A1,0.26354198030030623
195043,0.07746478873239436,0.13004302978515625,0.19718309859154928,0.175,C2,0.26354198030030623
195044,0.007042253521126765,0.10856437683105469,0.1267605633802817,0.175,C2,0.26354198030030623
195045,0.06338028169014076,0.14714622497558594,0.7183098591549296,0.7749999999999999,A2,0.26354198030030623
195046,0.07511737089201881,0.1576547622680664,0.36619718309859156,0.325,C1,0.26354198030030623
195047,0.0,0.1350574493408203,0.7816901408450704,0.7749999999999999,A2,0.26354198030030623
195048,0.04225352112676051,0.14356422424316406,0.7394366197183099,0.7749999999999999,A2,0.26354198030030623
195049,0.028169014084507005,0.08697319030761719,0.9225352112676056,0.8999999999999999,A1,0.26354198030030623
195050,0.04460093896713613,0.1608734130859375,0.4084507042253521,0.47500000000000003,B2,0.26354198030030623
195051,0.05633802816901401,0.1459980010986328,0.7253521126760564,0.7749999999999999,A2,0.26354198030030623
195052,0.009389671361502316,0.14714622497558594,0.28169014084507044,0.325,C1,0.26354198030030623
195053,0.00938967136150215,0.10590171813964844,0.8802816901408451,0.8999999999999999,A1,0.26354198030030623
195054,0.011737089201877937,0.15032291412353516,0.3028169014084507,0.325,C1,0.26354198030030623
195055,0.0023474178403753987,0.1031179428100586,0.8873239436619719,0.8999999999999999,A1,0.26354198030030623
195056,0.00938967136150215,0.10590171813964844,0.8802816901408451,0.8999999999999999,A1,0.26354198030030623
195057,0.0046948356807513525,0.1002035140991211,0.8943661971830986,0.8999999999999999,A1,0.26354198030030623
195058,0.018779342723004855,0.09393548965454102,0.9084507042253521,0.8999999999999999,A1,0.26354198030030623
195059,0.028169014084507046,0.11591291427612305,0.14788732394366197,0.175,C2,0.26354198030030623
195060,0.04694835680751175,0.15478515625,0.3380281690140845,0.325,C1,0.26354198030030623
195061,0.007042253521126862,0.1582803726196289,0.6267605633802817,0.625,B1,0.26354198030030623
195062,0.021126760563380254,0.13954830169677734,0.7605633802816901,0.7749999999999999,A2,0.26354198030030623
195063,0.018779342723004855,0.09393548965454102,0.9084507042253521,0.8999999999999999,A1,0.26354198030030623
195064,0.039906103286385,0.16363811492919922,0.49295774647887325,0.47500000000000003,B2,0.26354198030030623
195065,0.021126760563380254,0.13954830169677734,0.7605633802816901,0.7749999999999999,A2,0.26354198030030623
195066,0.011737089201878104,0.09714794158935547,0.9014084507042254,0.8999999999999999,A1,0.26354198030030623
195067,0.0539906103286385,0.16363811492919922,0.5070422535211268,0.47500000000000003,B2,0.26354198030030623
195068,0.04929577464788733,0.12243080139160156,0.16901408450704225,0.175,C2,0.26354198030030623
195069,0.007042253521126751,0.1594228744506836,0.6126760563380281,0.625,B1,0.26354198030030623
195070,0.035211267605633756,0.14227581024169922,0.7464788732394366,0.7749999999999999,A2,0.26354198030030623
195071,0.0539906103286385,0.15555953979492188,0.34507042253521125,0.325,C1,0.26354198030030623
195072,0.025821596244131606,0.09055042266845703,0.9154929577464789,0.8999999999999999,A1,0.26354198030030623
195073,0.007042253521126751,0.13344669342041016,0.7887323943661971,0.7749999999999999,A2,0.26354198030030623
195074,0.04225352112676062,0.15478515625,0.6619718309859155,0.625,B1,0.26354198030030623
195075,0.0023474178403755652,0.16285228729248047,0.4507042253521127,0.47500000000000003,B2,0.26354198030030623
195076,0.0539906103286385,0.15555953979492188,0.34507042253521125,0.325,C1,0.26354198030030623
195077,0.05633802816901408,0.12444210052490234,0.176056338028169,0.175,C2,0.26354198030030623
195084,0.021126760563380254,0.08317804336547852,0.9295774647887324,0.8999999999999999,A1,0.26354198030030623
195085,0.023474178403755763,0.11111593246459961,0.8661971830985915,0.8999999999999999,A1,0.26354198030030623
195086,0.018779342723004855,0.09393548965454102,0.9084507042253521,0.8999999999999999,A1,0.26354198030030623
195087,0.011737089201878104,0.09714794158935547,0.9014084507042254,0.8999999999999999,A1,0.26354198030030623
195088,0.018779342723004855,0.09393548965454102,0.9084507042253521,0.8999999999999999,A1,0.26354198030030623
195089,0.018779342723004855,0.09393548965454102,0.9084507042253521,0.8999999999999999,A1,0.26354198030030623
195090,0.0046948356807513525,0.1002035140991211,0.8943661971830986,0.8999999999999999,A1,0.26354198030030623
195091,0.00938967136150215,0.10590171813964844,0.8802816901408451,0.8999999999999999,A1,0.26354198030030623
195092,0.025821596244131606,0.09055042266845703,0.9154929577464789,0.8999999999999999,A1,0.26354198030030623
195093,0.028169014084507005,0.08697319030761719,0.9225352112676056,0.8999999999999999,A1,0.26354198030030623
195094,0.018779342723004855,0.09393548965454102,0.9084507042253521,0.8999999999999999,A1,0.26354198030030623
195095,0.03521126760563387,0.12637901306152344,0.8169014084507042,0.7749999999999999,A2,0.26354198030030623
195096,0.028169014084507116,0.12824440002441406,0.8098591549295775,0.7749999999999999,A2,0.26354198030030623
195097,0.04225352112676062,0.12444210052490234,0.823943661971831,0.7749999999999999,A2,0.26354198030030623
195098,0.05633802816901401,0.1459980010986328,0.7253521126760564,0.7749999999999999,A2,0.26354198030030623
195099,0.035211267605633756,0.14227581024169922,0.7464788732394366,0.7749999999999999,A2,0.26354198030030623
195100,0.035211267605633756,0.14227581024169922,0.7464788732394366,0.7749999999999999,A2,0.26354198030030623
195101,0.0,0.1350574493408203,0.7816901408450704,0.7749999999999999,A2,0.26354198030030623
195102,0.0,0.1350574493408203,0.7816901408450704,0.7749999999999999,A2,0.26354198030030623
195103,0.021126760563380365,0.13004302978515625,0.8028169014084507,0.7749999999999999,A2,0.26354198030030623
195104,0.04225352112676062,0.12444210052490234,0.823943661971831,0.7749999999999999,A2,0.26354198030030623
195105,0.04225352112676051,0.1616678237915039,0.5774647887323944,0.625,B1,0.26354198030030623
195106,0.021126760563380365,0.15699386596679688,0.6408450704225352,0.625,B1,0.26354198030030623
195107,0.035211267605633756,0.16128826141357422,0.5845070422535211,0.625,B1,0.26354198030030623
195108,0.07042253521126762,0.15129661560058594,0.6901408450704225,0.625,B1,0.26354198030030623
195109,0.0,0.15886974334716797,0.6197183098591549,0.625,B1,0.26354198030030623
195110,0.04929577464788726,0.1448049545288086,0.7323943661971831,0.625,B1,0.26354198030030623
195111,0.007042253521126862,0.1582803726196289,0.6267605633802817,0.625,B1,0.26354198030030623
195112,0.04225352112676051,0.1616678237915039,0.5774647887323944,0.625,B1,0.26354198030030623
195113,0.0,0.15886974334716797,0.6197183098591549,0.625,B1,0.26354198030030623
195114,0.07746478873239426,0.16306495666503906,0.5422535211267606,0.625,B1,0.26354198030030623
195115,0.007042253521126751,0.1594228744506836,0.6126760563380281,0.625,B1,0.26354198030030623
195116,0.04225352112676062,0.15478515625,0.6619718309859155,0.625,B1,0.26354198030030623
195117,0.0,0.15886974334716797,0.6197183098591549,0.625,B1,0.26354198030030623
195118,0.009389671361502316,0.16260623931884766,0.44366197183098594,0.47500000000000003,B2,0.26354198030030623
195119,0.011737089201877937,0.16324424743652344,0.4647887323943662,0.47500000000000003,B2,0.26354198030030623
195120,0.011737089201877937,0.16324424743652344,0.4647887323943662,0.47500000000000003,B2,0.26354198030030623
195121,0.032863849765258246,0.1635885238647461,0.4859154929577465,0.47500000000000003,B2,0.26354198030030623
195122,0.04460093896713613,0.1608734130859375,0.4084507042253521,0.47500000000000003,B2,0.26354198030030623
195123,0.04460093896713613,0.1608734130859375,0.4084507042253521,0.47500000000000003,B2,0.26354198030030623
195124,0.039906103286385,0.16363811492919922,0.49295774647887325,0.47500000000000003,B2,0.26354198030030623
195125,0.0023474178403755652,0.16285228729248047,0.4507042253521127,0.47500000000000003,B2,0.26354198030030623
195126,0.025821596244131495,0.15222835540771484,0.31690140845070425,0.325,C1,0.26354198030030623
195127,0.04694835680751175,0.15478515625,0.3380281690140845,0.325,C1,0.26354198030030623
195128,0.06103286384976525,0.1562957763671875,0.352112676056338,0.325,C1,0.26354198030030623
195129,0.07511737089201881,0.1576547622680664,0.36619718309859156,0.325,C1,0.26354198030030623
195130,0.05868544600938966,0.1381063461303711,0.2323943661971831,0.325,C1,0.26354198030030623
195131,0.01877934272300469,0.15129661560058594,0.30985915492957744,0.325,C1,0.26354198030030623
195132,0.004694835680751186,0.1493062973022461,0.29577464788732394,0.325,C1,0.26354198030030623
195133,0.004694835680751186,0.1493062973022461,0.29577464788732394,0.325,C1,0.26354198030030623
195134,0.009389671361502316,0.14714622497558594,0.28169014084507044,0.325,C1,0.26354198030030623
195135,0.025821596244131495,0.15222835540771484,0.31690140845070425,0.325,C1,0.26354198030030623
195136,0.07746478873239436,0.13004302978515625,0.19718309859154928,0.175,C2,0.26354198030030623
195137,0.05633802816901408,0.12444210052490234,0.176056338028169,0.175,C2,0.26354198030030623
195138,0.07746478873239436,0.13004302978515625,0.19718309859154928,0.175,C2,0.26354198030030623
195139,0.06338028169014086,0.12637901306152344,0.18309859154929578,0.175,C2,0.26354198030030623
195140,0.04929577464788733,0.12243080139160156,0.16901408450704225,0.175,C2,0.26354198030030623
195141,0.05868544600938966,0.1381063461303711,0.2323943661971831,0.175,C2,0.26354198030030623
195142,0.04929577464788733,0.12243080139160156,0.16901408450704225,0.175,C2,0.26354198030030623
195143,0.030516431924882625,0.14356422424316406,0.2605633802816901,0.175,C2,0.26354198030030623
195145,0.028169014084507005,0.08697319030761719,0.9225352112676056,0.8999999999999999,A1,0.26354198030030623
