item_id,d_to_boundary_hat,ci95_width,p_est,true_p_mid,cefr_true,pearson_r
47,0.0,0.15129661560058594,0.6901408450704225,0.7581217568545261,A2,0.0472237328227554
48,0.03521126760563387,0.1459980010986328,0.7253521126760564,0.7432492155895366,A2,0.0472237328227554
49,0.024647887323943407,0.13004302978515625,0.8028169014084507,0.8023743255962463,A2,0.0472237328227554
50,0.007042253521126751,0.15222835540771484,0.6830985915492958,0.7209628725413965,A2,0.0472237328227554
51,0.03521126760563387,0.1459980010986328,0.7253521126760564,0.7299862303712662,A2,0.0472237328227554
52,0.03521126760563387,0.1459980010986328,0.7253521126760564,0.7011043404626508,A2,0.0472237328227554
53,0.017605633802816656,0.12824440002441406,0.8098591549295775,0.8180386566253207,A2,0.0472237328227554
54,0.010563380281689905,0.12637901306152344,0.8169014084507042,0.7997276284888047,A2,0.0472237328227554
55,0.06690140845070403,0.13954830169677734,0.7605633802816901,0.8057748067939502,A2,0.0472237328227554
56,0.04577464788732377,0.1350574493408203,0.7816901408450704,0.8171093546532952,A2,0.0472237328227554
57,0.06690140845070403,0.13954830169677734,0.7605633802816901,0.768837366330751,A2,0.0472237328227554
58,0.059859154929577274,0.1381063461303711,0.7676056338028169,0.785311179392934,A2,0.0472237328227554
59,0.04929577464788737,0.14356422424316406,0.7394366197183099,0.7209695497191486,A2,0.0472237328227554
60,0.03521126760563387,0.1459980010986328,0.7253521126760564,0.717179511030396,A2,0.0472237328227554
61,0.04225352112676062,0.1448049545288086,0.7323943661971831,0.6502604442685708,B1,0.0472237328227554
62,0.021126760563380254,0.16232681274414062,0.5633802816901409,0.6206644309214698,B1,0.0472237328227554
63,0.04929577464788726,0.15699386596679688,0.6408450704225352,0.6347854159721783,B1,0.0472237328227554
64,0.007042253521126751,0.15222835540771484,0.6830985915492958,0.6647498286124038,B1,0.0472237328227554
65,0.07042253521126751,0.1594228744506836,0.6126760563380281,0.6452077480000886,B1,0.0472237328227554
66,0.06338028169014076,0.1599407196044922,0.6056338028169014,0.6330369100986993,B1,0.0472237328227554
67,0.021126760563380254,0.16232681274414062,0.5633802816901409,0.633881074111812,B1,0.0472237328227554
68,0.06338028169014093,0.16350746154785156,0.4788732394366197,0.5955925147093919,B1,0.0472237328227554
69,0.014084507042253613,0.1633930206298828,0.528169014084507,0.5546226751851909,B1,0.0472237328227554
70,0.014084507042253502,0.16260623931884766,0.5563380281690141,0.6155076083848543,B1,0.0472237328227554
71,0.0,0.16306495666503906,0.5422535211267606,0.5821877009229294,B1,0.0472237328227554
72,0.05633802816901401,0.16042518615722656,0.5985915492957746,0.6112792965586954,B1,0.0472237328227554
73,0.014084507042253502,0.1531200408935547,0.676056338028169,0.6780104609902249,B1,0.0472237328227554
74,0.007042253521126751,0.15032291412353516,0.6971830985915493,0.5850909228798011,B1,0.0472237328227554
75,0.007042253521126751,0.16285228729248047,0.5492957746478874,0.55874541125336,B1,0.0472237328227554
76,0.04929577464788726,0.1608734130859375,0.5915492957746479,0.5922075838032995,B1,0.0472237328227554
77,0.028169014084507005,0.16201400756835938,0.5704225352112676,0.5940390636650026,B1,0.0472237328227554
78,0.028169014084507005,0.15478515625,0.6619718309859155,0.6492874772090342,B1,0.0472237328227554
79,0.06338028169014076,0.1582803726196289,0.6267605633802817,0.6335548228511918,B1,0.0472237328227554
80,0.0,0.15129661560058594,0.6901408450704225,0.667584731365962,B1,0.0472237328227554
81,0.014084507042253502,0.1531200408935547,0.676056338028169,0.6496470310491081,B1,0.0472237328227554
82,0.07042253521126762,0.15886974334716797,0.6197183098591549,0.6109580292160106,B1,0.0472237328227554
83,0.021126760563380365,0.14824867248535156,0.7112676056338029,0.6721030576999052,B1,0.0472237328227554
84,0.04929577464788726,0.1608734130859375,0.5915492957746479,0.5750459379861557,B1,0.0472237328227554
85,0.014084507042253502,0.16260623931884766,0.5563380281690141,0.5534068109700792,B1,0.0472237328227554
86,0.014084507042253502,0.16260623931884766,0.5563380281690141,0.5635071791163463,B1,0.0472237328227554
87,0.035211267605633756,0.15555953979492188,0.6549295774647887,0.6583539025894676,B1,0.0472237328227554
88,0.04929577464788726,0.15699386596679688,0.6408450704225352,0.6192815845377081,B1,0.0472237328227554
89,0.0,0.16306495666503906,0.5422535211267606,0.5741907668550403,B1,0.0472237328227554
90,0.06338028169014076,0.1582803726196289,0.6267605633802817,0.6251567162655045,B1,0.0472237328227554
91,0.06338028169014093,0.16350746154785156,0.4788732394366197,0.4228468154069753,B2,0.0472237328227554
92,0.07746478873239443,0.16324424743652344,0.4647887323943662,0.5044480562616604,B2,0.0472237328227554
93,0.05633802816901412,0.1635885238647461,0.4859154929577465,0.46692344133610464,B2,0.0472237328227554
94,0.07042253521126762,0.16285228729248047,0.4507042253521127,0.4571531839144724,B2,0.0472237328227554
95,0.0,0.16306495666503906,0.5422535211267606,0.4452268133721815,B2,0.0472237328227554
96,0.03521126760563387,0.16363811492919922,0.5070422535211268,0.4945423889678333,B2,0.0472237328227554
97,0.03521126760563387,0.16363811492919922,0.5070422535211268,0.4542718915830086,B2,0.0472237328227554
98,0.049295774647887314,0.1493062973022461,0.29577464788732394,0.4131474878974152,B2,0.0472237328227554
99,0.0,0.15886974334716797,0.38028169014084506,0.4177008853180773,B2,0.0472237328227554
100,0.0,0.16306495666503906,0.5422535211267606,0.5442846496824272,B2,0.0472237328227554
101,0.028169014084507116,0.1635885238647461,0.5140845070422535,0.5362871036061411,B2,0.0472237328227554
102,0.07042253521126768,0.1633930206298828,0.47183098591549294,0.5049560700716125,B2,0.0472237328227554
103,0.014084507042253502,0.1599407196044922,0.39436619718309857,0.43988049421892794,B2,0.0472237328227554
104,0.07042253521126751,0.1594228744506836,0.6126760563380281,0.5453764566021586,B2,0.0472237328227554
105,0.07746478873239437,0.16306495666503906,0.45774647887323944,0.5168126355948692,B2,0.0472237328227554
106,0.03521126760563387,0.16363811492919922,0.5070422535211268,0.5075335283738494,B2,0.0472237328227554
107,0.07042253521126768,0.1633930206298828,0.47183098591549294,0.46740422532156833,B2,0.0472237328227554
108,0.07042253521126768,0.1633930206298828,0.47183098591549294,0.4408362342767739,B2,0.0472237328227554
109,0.056338028169014065,0.1531200408935547,0.323943661971831,0.4144586443230249,B2,0.0472237328227554
110,0.0,0.16306495666503906,0.5422535211267606,0.5353903594815763,B2,0.0472237328227554
111,0.03521126760563387,0.16363811492919922,0.5070422535211268,0.4683664434750417,B2,0.0472237328227554
112,0.049295774647887314,0.16201400756835938,0.4295774647887324,0.4303545047192846,B2,0.0472237328227554
113,0.056338028169014065,0.16232681274414062,0.43661971830985913,0.4458934936225979,B2,0.0472237328227554
114,0.04225352112676051,0.16128826141357422,0.5845070422535211,0.48688293534128446,B2,0.0472237328227554
115,0.049295774647887314,0.16201400756835938,0.4295774647887324,0.4265159174408848,B2,0.0472237328227554
116,0.014084507042253613,0.1633930206298828,0.528169014084507,0.5284921426138564,B2,0.0472237328227554
117,0.007042253521126862,0.16324424743652344,0.5352112676056338,0.5137779294752816,B2,0.0472237328227554
118,0.07042253521126768,0.1633930206298828,0.47183098591549294,0.5079194433926406,B2,0.0472237328227554
119,0.07042253521126762,0.16285228729248047,0.4507042253521127,0.46481395596626557,B2,0.0472237328227554
120,0.021126760563380365,0.16350746154785156,0.5211267605633803,0.4940963261053665,B2,0.0472237328227554
121,0.07746478873239437,0.16306495666503906,0.45774647887323944,0.33761469533691035,C1,0.0472237328227554
122,0.014084507042253502,0.1576547622680664,0.36619718309859156,0.347476990233223,C1,0.0472237328227554
123,0.05633802816901409,0.12824440002441406,0.19014084507042253,0.26266664817098334,C1,0.0472237328227554
124,0.007042253521126751,0.14227581024169922,0.2535211267605634,0.31237111032559145,C1,0.0472237328227554
125,0.01408450704225353,0.1381063461303711,0.2323943661971831,0.25624212607928387,C1,0.0472237328227554
126,0.0,0.15886974334716797,0.38028169014084506,0.32409862288667785,C1,0.0472237328227554
127,0.04225352112676056,0.15478515625,0.3380281690140845,0.2994791818499178,C1,0.0472237328227554
128,0.0,0.14093780517578125,0.24647887323943662,0.271678628329907,C1,0.0472237328227554
129,0.02112676056338028,0.1366100311279297,0.22535211267605634,0.26551044515838274,C1,0.0472237328227554
130,0.06338028169014082,0.15222835540771484,0.31690140845070425,0.3381466858266568,C1,0.0472237328227554
131,0.04225352112676056,0.14824867248535156,0.2887323943661972,0.2755889452805329,C1,0.0472237328227554
132,0.007042253521126751,0.1582803726196289,0.3732394366197183,0.3887680177565196,C1,0.0472237328227554
133,0.014084507042253502,0.14356422424316406,0.2605633802816901,0.33715917095505926,C1,0.0472237328227554
134,0.02816901408450706,0.1459980010986328,0.2746478873239437,0.3020304706802256,C1,0.0472237328227554
135,0.04225352112676056,0.15478515625,0.3380281690140845,0.33863732372221256,C1,0.0472237328227554
136,0.03521126760563381,0.14714622497558594,0.28169014084507044,0.2534205806544546,C1,0.0472237328227554
137,0.0,0.15886974334716797,0.38028169014084506,0.39378388198621683,C1,0.0472237328227554
138,0.049295774647887314,0.15397167205810547,0.33098591549295775,0.32234551554143503,C1,0.0472237328227554
139,0.02816901408450706,0.1608734130859375,0.4084507042253521,0.36741028408754295,C1,0.0472237328227554
140,0.04225352112676056,0.14824867248535156,0.2887323943661972,0.26240949998836577,C1,0.0472237328227554
141,0.01408450704225353,0.1381063461303711,0.2323943661971831,0.32299874962572406,C1,0.0472237328227554
142,0.06338028169014082,0.15129661560058594,0.30985915492957744,0.32360604915317814,C1,0.0472237328227554
143,0.0,0.15886974334716797,0.38028169014084506,0.39067396824624745,C1,0.0472237328227554
144,0.056338028169014065,0.15032291412353516,0.3028169014084507,0.33575920785641133,C1,0.0472237328227554
145,0.03521126760563381,0.14714622497558594,0.28169014084507044,0.3210234101585431,C1,0.0472237328227554
146,0.03521126760563381,0.14714622497558594,0.28169014084507044,0.29004634946378405,C1,0.0472237328227554
147,0.06338028169014082,0.15129661560058594,0.30985915492957744,0.2997353496013828,C1,0.0472237328227554
148,0.04225352112676056,0.15478515625,0.3380281690140845,0.32810086037073066,C1,0.0472237328227554
149,0.014084507042253502,0.1576547622680664,0.36619718309859156,0.315836719045757,C1,0.0472237328227554
150,0.0,0.14093780517578125,0.24647887323943662,0.2532418119820496,C1,0.0472237328227554
151,0.007042253521126751,0.14227581024169922,0.2535211267605634,0.22394378862915368,C2,0.0472237328227554
152,0.03521126760563381,0.14714622497558594,0.28169014084507044,0.234424115775965,C2,0.0472237328227554
153,0.0352112676056338,0.10590171813964844,0.11971830985915492,0.12103736334979162,C2,0.0472237328227554
154,0.014084507042253502,0.14356422424316406,0.2605633802816901,0.1831054215308574,C2,0.0472237328227554
155,0.06338028169014084,0.11591291427612305,0.14788732394366197,0.11628636117031654,C2,0.0472237328227554
156,0.07746478873239437,0.12034130096435547,0.1619718309859155,0.20083601395597175,C2,0.0472237328227554
157,0.04225352112676056,0.10856437683105469,0.1267605633802817,0.14218506757585125,C2,0.0472237328227554
158,0.04929577464788734,0.13004302978515625,0.19718309859154928,0.19891339520378526,C2,0.0472237328227554
159,0.007042253521126751,0.14227581024169922,0.2535211267605634,0.20904919214303241,C2,0.0472237328227554
160,0.05633802816901409,0.12824440002441406,0.19014084507042253,0.21529712378764854,C2,0.0472237328227554
161,0.0704225352112676,0.11817026138305664,0.15492957746478872,0.11616114189338449,C2,0.0472237328227554
162,0.04929577464788734,0.13004302978515625,0.19718309859154928,0.2374017767706412,C2,0.0472237328227554
163,0.06338028169014084,0.11591291427612305,0.14788732394366197,0.13453209863423213,C2,0.0472237328227554
164,0.0,0.09055042266845703,0.08450704225352113,0.10561188342642697,C2,0.0472237328227554
165,0.01408450704225353,0.1381063461303711,0.2323943661971831,0.18322787040872252,C2,0.0472237328227554
166,0.05633802816901409,0.12824440002441406,0.19014084507042253,0.15563834257936582,C2,0.0472237328227554
167,0.07042253521126762,0.12444210052490234,0.176056338028169,0.224468461469862,C2,0.0472237328227554
168,0.06338028169014084,0.12637901306152344,0.18309859154929578,0.22123772080964527,C2,0.0472237328227554
169,0.06338028169014084,0.11591291427612305,0.14788732394366197,0.1475708339234073,C2,0.0472237328227554
170,0.007042253521126779,0.13954830169677734,0.23943661971830985,0.24293490926046174,C2,0.0472237328227554
171,0.028169014084507046,0.1031179428100586,0.11267605633802817,0.1436376757210178,C2,0.0472237328227554
172,0.05633802816901409,0.11356306076049805,0.14084507042253522,0.1772585693847572,C2,0.0472237328227554
173,0.05633802816901409,0.11356306076049805,0.14084507042253522,0.1383947635851404,C2,0.0472237328227554
174,0.021126760563380254,0.1448049545288086,0.2676056338028169,0.2404065355073445,C2,0.0472237328227554
175,0.0352112676056338,0.10590171813964844,0.11971830985915492,0.12469117263730273,C2,0.0472237328227554
176,0.04225352112676056,0.10856437683105469,0.1267605633802817,0.10673659290884935,C2,0.0472237328227554
177,0.04225352112676056,0.10856437683105469,0.1267605633802817,0.1652645590004557,C2,0.0472237328227554
178,0.007042253521126779,0.13954830169677734,0.23943661971830985,0.24885633460837556,C2,0.0472237328227554
179,0.03521126760563381,0.13344669342041016,0.2112676056338028,0.23375158993823708,C2,0.0472237328227554
180,0.02816901408450706,0.1350574493408203,0.21830985915492956,0.21229120291854237,C2,0.0472237328227554
